"","headline","article_nmbr","text","linenumber"
"1241","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Publication date: Mar 13, 2018",1241
"1242","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Publication subject: General Interest Periodicals--United States",1242
"1243","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"ISSN: 04583035",1243
"1244","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Language of publication: English",1244
"1245","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"ProQuest document ID: 2013121237",1245
"1246","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Document URL: https://search.proquest.com/docview/2013121237?accountid=41449",1246
"1247","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Copyright: Copyright Los Angeles Times Mar 13, 2018",1247
"1248","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Last updated: 2019-01-15",1248
"1249","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Database: ProQuest Central",1249
"1250","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"STARTOFARTICLE",1250
"1251","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",1251
"1252","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]13 Mar 2018: C.1.",1252
"1253","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"https://search.proquest.com/docview/2013121397?accountid=41449",1253
"1254","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Abstract: None available.",1254
"1255","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Full text: Thanks to its breathtaking market size and unparalleled manufacturing base, China has long held sway over U.S. technology companies.",1255
"1256","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"But the Trump administration's unusual decision Monday to block a foreign hostile takeover of chipmaker Qualcomm could limit the companies' ability to continue accommodating Beijing.",1256
"1257","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"In an executive order, the White House rejected the bid by Singapore's Broadcom because ""it might take action that threatens to impair the national security of the United States.""",1257
"1258","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"The concern was that a sale of San Diego's Qualcomm would result in the U.S. ceding ground to China in semiconductors and burgeoning 5G mobile technology, two areas crucial to national security and business profits.",1258
"1259","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Taking a more confrontational approach with Beijing puts U.S. tech firms in a precarious position. To gain access to China's market, companies have had to acquiesce to Beijing's demands for technology and censorship.",1259
"1260","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"For years, that approach has gone largely unchallenged, creating conditions in which companies such as Apple have little choice but to submit to China's calls to store customer data on its soil, and IBM and Intel to share technology with Chinese partners.",1260
"1261","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"But the latest protectionist move from the White House -- which last week announced tariffs on imported steel and aluminum -- could signal a reshaping of America's tech relationship with China. A key driver of that change is an obscure federal committee that has been sounding warning bells about the Broadcom bid.",1261
"1262","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"The Committee on Foreign Investment in the United States -- made up of officials from the departments of Treasury, Justice, Homeland Security, Commerce, Defense, State and Energy -- is charged with scrutinizing foreign mergers and acquisitions for national interests. The committee, better known as CFIUS, ordinarily weighs in after a deal has been finalized. But the bid for Qualcomm proved too sensitive to ignore.",1262
"1263","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"A bipartisan bill is under consideration that would expand CFIUS' powers to address China's competition for cutting edge technology.",1263
"1264","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"The U.S. trade representative is also investigating whether China's policies are threatening American intellectual property and innovation.",1264
"1265","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"""Five years ago, approving this deal would have been a no-brainer,"" said Jim Lewis, a senior fellow at the Center for Strategic and International Studies. ""But it hit three of today's top pain points: it's semiconductors, it's 5G and it's China.""",1265
"1266","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"American lawmakers are increasingly concerned that U.S. firms are helping China gain the upper hand in crucial new technologies such as artificial intelligence.",1266
"1267","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"That risk is heightened now that China is sliding further back into authoritarianism by stifling all forms of dissent and moving to eliminate term limits so that President Xi Jinping can remain in power indefinitely. That gives U.S. companies little room to dictate terms in a market that's so important to their bottom lines.",1267
"1268","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"If CFIUS is given broader powers by Congress, it could restrict the ability of U.S. companies to transfer technology to Chinese partners, which is often the price of entry into the world's second-largest economy.",1268
"1269","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"And if CFIUS makes it harder for Chinese companies to buy U.S. technology firms, Beijing would almost certainly respond in kind when it comes to Silicon Valley companies seeking more access to the Chinese market.",1269
"1270","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"That would be a blow for U.S. companies such as Apple, Microsoft and even Qualcomm, which have spent years cultivating business in China, sometimes at the expense of American standards for user privacy and security.",1270
"1271","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"That was the case last year when Apple had to comply with Beijing's request to remove apps that helped users circumvent Chinese censorship. It happened again in February when the iPhone maker agreed to store its iCloud keys in China, giving authorities there easier access to users' accounts, including those of dissidents.",1271
"1272","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Apple says it has not abandoned its values, but has to comply with Chinese laws. About 20% of the company's net sales last year were derived from a region it calls Greater China, composed of China, Taiwan and Hong Kong.",1272
"1273","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Google has also quietly ramped up its presence in China even though it shut down its search engine there in 2010 after taking what appeared to be a principled stand against Beijing over censorship.",1273
"1274","Title: Tech's cozy ties to China at risk; Trump's blocking of Qualcomm deal puts Silicon Valley firms in a precarious position.",30,"Microsoft partnered with a state-owned Chinese defense company to build an exclusive version of Windows 10 for the Chinese government. IBM partnered with a high-ranking official previously charged with the cybersecurity of China's strategic missile arsenal to develop high-end servers and software.",1274
